customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,property_valuation
2262,Nyssa,Banister,Female,90,1984-04-21,Pharmacist,Health,Mass Customer,0,1,2.0,9129 Gale Court,4226,QLD,8.0
2263,Lois,Sorel,Female,79,1987-02-06,Professor,Argiculture,Mass Customer,0,1,21.0,71109 Vernon Way,3350,VIC,4.0
2264,Tony,Shirley,Female,18,1972-07-17,Occupational Therapist,Health,Affluent Customer,0,0,9.0,883 Almo Terrace,3977,VIC,6.0
2265,Brendan,Vicent,Male,55,1980-07-29,,Property,Mass Customer,0,1,5.0,987 Victoria Trail,4006,QLD,8.0
2266,Jeth,Tomes,Male,74,1998-10-11,,Retail,High Net Worth,0,0,1.0,7037 North Park,2484,NSW,6.0
2267,Andrei,Mulchrone,Female,78,1964-04-28,Business Systems Development Analyst,,Affluent Customer,0,0,14.0,93 Shasta Avenue,4171,QLD,10.0
2268,Wilhelmina,Gothup,Female,66,1965-10-07,Pharmacist,Health,Mass Customer,0,0,19.0,9574 David Lane,3218,VIC,8.0
2269,Beitris,Lamy,Female,33,1989-11-11,Product Engineer,,Mass Customer,0,0,9.0,1 Del Sol Center,2323,NSW,3.0
2270,Augustus,Edleston,Male,50,1966-09-28,Information Systems Manager,Retail,Affluent Customer,0,0,9.0,38 Valley Edge Plaza,3095,VIC,10.0
2271,King,Hoston,Male,96,1974-03-26,,Telecommunications,Mass Customer,0,1,18.0,004 Gulseth Junction,2619,NSW,8.0
2272,Grete,Hindenburg,Female,82,1994-12-21,Internal Auditor,Manufacturing,Mass Customer,0,0,1.0,503 Clove Crossing,4306,QLD,4.0
2273,Rhetta,Lambrook,Female,71,1964-08-04,Assistant Professor,,Mass Customer,0,1,9.0,0346 Dayton Hill,2092,NSW,12.0
2274,Nada,Reinert,Female,15,1979-11-26,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,0,1,13.0,5 Derek Pass,2090,NSW,10.0
2275,Ursulina,Carter,Female,77,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,0,1,8.0,3417 Huxley Pass,3355,VIC,2.0
2276,Stormy,Caveney,Female,90,1985-10-06,Desktop Support Technician,,Mass Customer,0,1,12.0,163 Gale Center,2077,NSW,10.0
2277,Gillie,Ruben,Female,44,1963-08-22,Cost Accountant,Financial Services,High Net Worth,0,1,7.0,09 Grim Lane,3752,VIC,4.0
2278,Gerri,Heliet,Male,11,1977-09-25,Product Engineer,Health,Affluent Customer,0,1,8.0,31953 Dixon Way,2580,NSW,4.0
2279,Garrett,Szymon,Male,42,1979-03-19,Human Resources Assistant II,Health,Mass Customer,0,0,3.0,463 Rowland Drive,2066,NSW,9.0
2280,Wrennie,Alexandersson,Female,93,1960-11-18,Budget/Accounting Analyst I,,Mass Customer,0,0,9.0,054 Mesta Drive,3620,VIC,1.0
2281,Valaria,Abrehart,Female,56,1989-05-10,,,High Net Worth,0,1,14.0,33550 Spohn Terrace,3630,VIC,1.0
2282,Dominic,Gregoletti,Male,81,1957-02-25,Senior Financial Analyst,Financial Services,Affluent Customer,0,1,7.0,953 Del Sol Point,3630,VIC,4.0
2283,Gaspar,Janaway,Male,44,1954-02-08,Software Consultant,,High Net Worth,0,0,16.0,369 Milwaukee Court,3630,VIC,2.0
2284,Ola,Lenoir,Female,83,1974-02-16,Staff Accountant IV,Telecommunications,High Net Worth,0,0,14.0,10055 Old Shore Lane,3630,VIC,1.0
2285,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,0,0,5.0,018 Porter Court,3631,VIC,6.0
2286,Katuscha,Sapsed,Female,20,1995-06-02,Staff Scientist,Manufacturing,High Net Worth,0,0,5.0,67 Elka Court,3630,VIC,3.0
2287,Gisela,Partener,Female,53,1974-04-22,Human Resources Assistant I,Telecommunications,High Net Worth,0,0,20.0,5086 Meadow Ridge Circle,3350,VIC,7.0
2288,Cirillo,Hook,Male,63,1964-05-04,Staff Scientist,Manufacturing,High Net Worth,0,0,8.0,66 Talmadge Terrace,3630,VIC,1.0
2289,Kissie,Steanson,Female,97,1980-09-25,Research Nurse,Health,Affluent Customer,0,1,13.0,09356 Badeau Drive,3630,VIC,1.0
2290,Myca,Standley,Male,18,1981-03-10,Account Executive,Manufacturing,Mass Customer,0,1,5.0,1032 Killdeer Place,3631,VIC,3.0
2291,Guido,Meynell,Male,67,1971-04-13,Accountant IV,Manufacturing,Affluent Customer,0,1,4.0,91 Ilene Parkway,3630,VIC,1.0
2292,Christie,MacClure,Female,17,1998-06-02,Research Nurse,Health,Mass Customer,0,1,2.0,5015 Pawling Park,2525,NSW,9.0
2293,Engracia,Newcom,Female,70,1958-03-07,Financial Advisor,Financial Services,Affluent Customer,0,0,16.0,5701 Sugar Court,2880,NSW,1.0
2294,Skipton,Cordie,Male,25,1987-06-16,Associate Professor,Manufacturing,Mass Customer,0,0,21.0,7 Melrose Circle,4017,QLD,5.0
2295,Farris,Hazelby,U,35,,Internal Auditor,IT,Mass Customer,0,1,,33 Novick Parkway,2156,NSW,12.0
2296,Nathalia,Sanger,Female,16,2002-01-01,Geologist IV,Retail,Affluent Customer,0,0,1.0,23 Village Way,4215,QLD,9.0
2297,Pauletta,Taffee,Female,16,1971-11-27,Geological Engineer,Manufacturing,Affluent Customer,0,1,19.0,834 Pierstorff Lane,4228,QLD,10.0
2298,Brigham,Vyse,Male,64,1997-10-28,Environmental Tech,Property,Mass Customer,0,1,5.0,974 Fisk Alley,3977,VIC,4.0
2299,Mahmoud,Dagworthy,Male,11,1986-10-21,Computer Systems Analyst I,Property,High Net Worth,0,1,7.0,531 Springview Lane,3101,VIC,10.0
2300,Cary,Cockerham,Male,20,1998-09-26,,Financial Services,Mass Customer,0,1,3.0,2 Nova Street,4228,QLD,8.0
2301,Ken,Vashchenko,Male,66,1966-10-30,Senior Cost Accountant,Financial Services,Mass Customer,0,1,19.0,3242 Arizona Junction,4101,QLD,10.0
2302,Loraine,Beamish,Female,43,1999-01-09,Mechanical Systems Engineer,Retail,Mass Customer,0,1,4.0,4 Delaware Terrace,3804,VIC,8.0
2303,Alair,Combe,Male,22,1993-04-13,Database Administrator IV,Retail,Mass Customer,0,1,4.0,1913 Magdeline Point,2022,NSW,12.0
2304,Shelia,Bellew,Female,65,1957-06-01,,,Mass Customer,0,1,11.0,54 Annamark Place,2565,NSW,8.0
2305,Aeriell,Greeding,Female,91,1984-07-09,Chief Design Engineer,Financial Services,Affluent Customer,0,1,13.0,84 Main Lane,3149,VIC,10.0
2306,Hilary,Tregunna,Female,98,1960-04-19,Paralegal,Financial Services,High Net Worth,0,1,9.0,9 Lake View Avenue,3178,VIC,9.0
2307,Corina,Shadwick,Female,57,1978-06-28,Desktop Support Technician,Retail,High Net Worth,0,1,13.0,015 Fulton Pass,4568,QLD,8.0
2308,Nancey,Hastie,Female,52,1963-03-19,Paralegal,Financial Services,Mass Customer,0,1,17.0,00 Marcy Crossing,3115,VIC,9.0
2309,Herc,McIlhone,Male,40,1985-01-13,Accounting Assistant I,Manufacturing,Affluent Customer,0,0,14.0,0991 Commercial Road,4300,QLD,5.0
2310,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,,High Net Worth,0,1,11.0,24198 Almo Crossing,2021,NSW,12.0
2311,Addi,,Female,49,1989-02-15,Design Engineer,Health,Mass Customer,0,0,16.0,01268 Stuart Hill,2145,NSW,10.0
2312,Ronnica,Grebner,Female,72,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,0,0,18.0,25139 Rockefeller Center,4350,QLD,2.0
2313,Christa,Pauley,Female,54,1966-07-10,Chemical Engineer,Manufacturing,Mass Customer,0,0,12.0,159 Graceland Terrace,4343,QLD,1.0
2314,Ravid,Lapenna,Male,59,1993-12-22,Registered Nurse,Health,High Net Worth,0,1,7.0,0522 Nelson Crossing,4304,QLD,3.0
2315,Pernell,MacCheyne,Male,25,1994-03-01,Community Outreach Specialist,Financial Services,Affluent Customer,0,0,8.0,90609 Charing Cross Lane,2250,NSW,7.0
2316,Vernen,Bourgaize,Male,79,1978-03-21,Computer Systems Analyst IV,Financial Services,Affluent Customer,0,1,11.0,360 Troy Parkway,3223,VIC,6.0
2317,Alwin,Cuberley,Male,97,1976-12-07,Tax Accountant,Health,Mass Customer,0,1,16.0,08475 Shoshone Park,3116,VIC,9.0
2318,Willa,Malyan,Female,30,1988-03-01,Automation Specialist I,Manufacturing,Mass Customer,0,1,6.0,44778 Bellgrove Crossing,3205,VIC,10.0
2319,David,Darrigrand,Male,63,1985-05-03,Librarian,Entertainment,High Net Worth,0,0,18.0,69444 Mccormick Junction,2539,NSW,9.0
2320,Kaylyn,Throssell,Female,14,1965-12-21,Senior Developer,Manufacturing,Affluent Customer,0,0,16.0,64 Macpherson Junction,2208,NSW,11.0
2321,Libbi,Freeberne,Female,27,1980-03-25,Nuclear Power Engineer,Manufacturing,Mass Customer,0,1,20.0,386 Jay Junction,4218,QLD,3.0
2322,Hazlett,Rosenschein,Male,72,1992-05-24,Biostatistician III,Health,Mass Customer,0,1,2.0,496 Summit Road,2120,NSW,10.0
2323,Adair,Piser,Male,2,1988-04-30,Desktop Support Technician,Property,High Net Worth,0,0,13.0,54970 Veith Hill,4125,QLD,7.0
2324,Jerrold,Robben,Male,44,1966-08-05,Sales Associate,Manufacturing,Mass Customer,0,1,16.0,33477 Trailsway Park,4818,QLD,5.0
2325,Emmett,Whatsize,Male,50,1964-01-06,Database Administrator IV,Retail,High Net Worth,0,1,12.0,92 Schlimgen Hill,3023,VIC,8.0
2326,Trev,Boothebie,Male,64,1966-06-22,Programmer Analyst I,Retail,High Net Worth,0,0,14.0,3 Talisman Court,3204,VIC,11.0
2327,Alie,Sowle,Female,19,1963-04-05,Budget/Accounting Analyst II,,Affluent Customer,0,0,6.0,69893 Loomis Junction,2229,NSW,10.0
2328,Gayler,Shackle,Male,63,1986-06-03,Dental Hygienist,Health,Mass Customer,0,1,8.0,6505 Fieldstone Alley,4037,QLD,8.0
2329,Donny,Stiven,Female,7,1957-12-19,Computer Systems Analyst II,IT,Affluent Customer,0,0,20.0,5 1st Park,2285,NSW,6.0
2330,Claresta,Bonnor,Female,5,1990-01-17,Account Coordinator,Property,Mass Customer,0,0,9.0,83 American Ash Drive,2261,NSW,8.0
2331,Marybelle,Antal,Female,48,1963-04-11,Database Administrator III,Financial Services,Mass Customer,0,1,10.0,94 Twin Pines Trail,2567,NSW,8.0
2332,Jeff,Goodere,Male,99,1977-04-20,Developer III,Property,High Net Worth,0,1,10.0,034 Eagan Avenue,2560,NSW,6.0
2333,Ives,Adolfson,Male,82,1966-04-19,Structural Analysis Engineer,Financial Services,Mass Customer,0,1,10.0,3 Mariners Cove Terrace,3108,VIC,10.0
2334,Zebulen,Hefford,Male,30,1996-03-16,Food Chemist,Health,Affluent Customer,0,0,5.0,2 Raven Way,3106,VIC,10.0
2335,Payton,Sheach,U,42,,Account Executive,IT,Mass Customer,0,0,,4527 Butterfield Circle,2076,NSW,9.0
2336,Karney,Labrone,Male,59,1978-01-19,Dental Hygienist,Health,Affluent Customer,0,0,17.0,366 Hovde Park,2566,NSW,8.0
2337,Odilia,Bick,Female,47,2000-01-11,Programmer Analyst II,Health,Mass Customer,0,0,1.0,2 Straubel Lane,2477,NSW,6.0
2338,Clarie,Hackworth,Female,13,1986-11-28,Programmer Analyst IV,Manufacturing,Mass Customer,0,0,5.0,0 Butterfield Junction,2340,NSW,5.0
2339,Damien,Haddeston,Male,3,1958-12-28,Web Designer II,Property,Affluent Customer,0,1,16.0,7174 Thackeray Point,2153,NSW,10.0
2340,Joachim,Amer,Male,33,1978-03-29,Research Assistant IV,Health,Mass Customer,0,1,16.0,29 Portage Street,4070,QLD,7.0
2341,Caterina,Scedall,U,41,,Web Designer II,IT,Mass Customer,0,1,,35 Lakewood Gardens Junction,3806,VIC,9.0
2342,Clara,Jakel,Female,87,1999-09-17,,,Mass Customer,0,0,2.0,5 Stoughton Parkway,2099,NSW,9.0
2343,Wilhelm,Corteis,Male,6,1959-03-24,Nurse Practicioner,Argiculture,High Net Worth,0,1,5.0,533 Ramsey Center,4507,QLD,5.0
2344,Wat,Robelin,Male,93,1993-03-04,Nurse,Financial Services,Mass Customer,0,1,7.0,694 Northwestern Court,2155,NSW,10.0
2345,Arden,Godard,Female,50,1986-07-15,Systems Administrator I,Retail,Affluent Customer,0,1,3.0,4 Huxley Alley,4070,QLD,8.0
2346,Joey,Scheffler,Male,89,1979-09-16,Information Systems Manager,,Mass Customer,0,1,4.0,03961 Sullivan Park,2114,NSW,12.0
2347,L;urette,Annott,Female,79,1957-03-04,Programmer Analyst I,,High Net Worth,0,0,11.0,1081 Laurel Park,2049,NSW,12.0
2348,Keeley,Winslet,Female,2,1957-11-07,Web Designer IV,Manufacturing,Mass Customer,0,0,16.0,24 Corben Terrace,2164,NSW,8.0
2349,Julee,Garwell,Female,23,1979-03-05,Executive Secretary,Telecommunications,High Net Worth,0,0,3.0,99 Eastlawn Way,2360,NSW,1.0
2350,Lorinda,Malpass,Female,32,1959-03-17,Nurse Practicioner,,Mass Customer,0,1,14.0,6 Anniversary Place,2213,NSW,10.0
2351,Felicity,Beirne,Female,35,1992-03-15,Assistant Professor,Retail,Affluent Customer,0,1,10.0,0866 Pennsylvania Junction,3181,VIC,10.0
2352,Cilka,Dabbes,Female,76,1971-10-22,Statistician II,,Mass Customer,0,1,13.0,2 Continental Park,3194,VIC,10.0
2353,Lyn,Luquet,Male,93,1978-12-27,Health Coach IV,Health,Affluent Customer,0,1,12.0,22774 Pennsylvania Hill,2262,NSW,6.0
2354,Tammie,Fisbey,Female,99,1958-12-19,Product Engineer,Retail,Mass Customer,0,0,17.0,9 Merrick Plaza,3138,VIC,8.0
2355,Shaughn,,Male,87,1993-12-19,Operator,Manufacturing,Mass Customer,0,1,4.0,52593 Iowa Place,2529,NSW,8.0
2356,Arluene,Manchester,Female,58,1994-12-17,Geological Engineer,Manufacturing,Affluent Customer,0,0,3.0,3 School Drive,4173,QLD,7.0
2357,Lisette,Mingardi,Female,39,1962-10-15,Civil Engineer,Manufacturing,Mass Customer,0,0,6.0,9292 Mcguire Plaza,2073,NSW,12.0
2358,Ave,Peatt,Male,26,1959-05-01,Senior Sales Associate,Retail,High Net Worth,0,1,15.0,6 Graceland Court,4301,QLD,2.0
2359,Merlina,Bream,Female,80,1986-03-25,Mechanical Systems Engineer,Property,High Net Worth,0,1,7.0,24 Lerdahl Street,4825,QLD,3.0
2360,Karleen,McGenn,Female,0,1974-11-03,VP Accounting,Financial Services,High Net Worth,0,1,5.0,801 Kings Parkway,2227,NSW,10.0
2361,Jeannette,Cerman,Female,55,1954-11-28,Help Desk Operator,,High Net Worth,0,1,20.0,89 Pawling Court,4020,QLD,7.0
2362,Herbie,Machans,Male,49,1972-06-05,Developer II,Financial Services,Affluent Customer,0,1,19.0,89972 Graedel Point,2176,NSW,9.0
2363,Bobby,Farmiloe,Male,92,1983-12-30,Nurse,Entertainment,Mass Customer,0,1,16.0,17123 Northport Circle,4223,QLD,9.0
2364,Fielding,Linklater,Male,19,1995-09-22,Speech Pathologist,,Mass Customer,0,1,13.0,20 Bluestem Way,4152,QLD,9.0
2365,Lauretta,Furmonger,Female,2,1998-10-18,Structural Analysis Engineer,Argiculture,Mass Customer,0,1,3.0,743 Stone Corner Parkway,4127,QLD,6.0
2366,Idette,Mapam,Female,51,1975-06-15,Web Designer I,Health,Mass Customer,0,1,15.0,33 Prentice Street,2300,NSW,9.0
2367,Lorne,Sabin,Male,40,1957-05-22,Electrical Engineer,Manufacturing,Mass Customer,0,1,16.0,5 Columbus Crossing,3040,VIC,10.0
2368,Rowe,Losbie,Female,98,1993-01-22,Chemical Engineer,Manufacturing,Mass Customer,0,0,10.0,29 Basil Point,2284,NSW,5.0
2369,Averyl,Gosz,Female,80,1996-10-28,Financial Analyst,Financial Services,Mass Customer,0,1,1.0,1 Bay Pass,3219,VIC,5.0
2370,Juliane,Calltone,Female,35,1996-03-19,Analyst Programmer,Property,High Net Worth,0,0,7.0,89 Oak Hill,2508,NSW,10.0
2371,Rory,Lokier,Female,22,1966-11-18,Staff Scientist,Manufacturing,High Net Worth,0,1,8.0,03 Clarendon Way,2099,NSW,10.0
2372,Jim,Shoppee,Male,14,1977-09-10,Clinical Specialist,Health,Affluent Customer,0,0,10.0,0 Gateway Road,3149,VIC,12.0
2373,Cordy,Readshall,Female,51,1982-05-22,Structural Engineer,Manufacturing,High Net Worth,0,1,16.0,631 Fuller Parkway,3023,VIC,7.0
2374,Dolf,Baudichon,Male,6,1993-06-15,Design Engineer,Financial Services,Mass Customer,0,0,9.0,43898 Prentice Court,3025,VIC,9.0
2375,Alika,Milbourne,Female,21,1987-03-17,Sales Representative,Retail,Affluent Customer,0,0,8.0,2 Melody Alley,3172,VIC,8.0
2376,Eada,Narbett,Female,84,1958-10-23,Community Outreach Specialist,,High Net Worth,0,1,12.0,01 Dunning Drive,2064,NSW,9.0
2377,Kristien,Dunne,Female,29,1998-10-02,Analog Circuit Design manager,IT,High Net Worth,0,0,2.0,86686 Novick Center,3147,VIC,11.0
2378,Aggi,Farncombe,Female,41,1994-04-25,Research Assistant II,Manufacturing,Affluent Customer,0,0,1.0,51 Leroy Place,2065,NSW,10.0
2379,Trixie,Piscopiello,Female,85,1981-05-05,Occupational Therapist,Health,Affluent Customer,0,1,15.0,5390 Park Meadow Park,2222,NSW,10.0
2380,Merissa,Milella,Female,44,1956-04-09,Technical Writer,Retail,Mass Customer,0,1,15.0,4 Judy Park,2016,NSW,10.0
2381,Dulsea,Pladen,Female,91,1973-02-12,Programmer I,Argiculture,Affluent Customer,0,1,5.0,9 American Ash Plaza,2015,NSW,9.0
2382,Turner,Huggens,Male,79,1971-07-05,Accounting Assistant III,Retail,Mass Customer,0,1,4.0,3 Riverside Drive,4034,QLD,8.0
2383,Zaria,Eberz,Female,34,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,0,0,15.0,25925 Service Crossing,2147,NSW,9.0
2384,Garey,Letrange,Male,96,1961-07-16,Operator,Health,High Net Worth,0,1,6.0,080 Pond Alley,2065,NSW,9.0
2385,Gaultiero,Lissenden,Male,70,1958-12-17,Dental Hygienist,Health,Mass Customer,0,0,8.0,1816 Monument Park,3074,VIC,7.0
2386,Adrianne,Lowerson,Female,93,1997-07-06,Compensation Analyst,Financial Services,Mass Customer,0,0,2.0,1 Nova Avenue,2200,NSW,9.0
2387,Roy,Jone,Male,33,1977-08-30,Nurse,,High Net Worth,0,1,9.0,98 Mesta Street,2038,NSW,11.0
2388,Quincy,Weben,Male,84,1997-05-28,Cost Accountant,Financial Services,Mass Customer,0,0,1.0,7256 Forster Crossing,2533,NSW,8.0
2389,Sibyl,Gudge,Male,18,1973-12-28,Desktop Support Technician,Retail,High Net Worth,0,0,7.0,249 Burning Wood Point,2758,NSW,8.0
2390,Tonya,Nealand,Female,48,1964-05-06,Legal Assistant,Property,Mass Customer,0,0,12.0,12651 Lake View Point,4209,QLD,7.0
2391,Corny,Millott,Female,72,1961-04-22,Nurse Practicioner,Health,Mass Customer,0,0,14.0,9501 Melby Avenue,4178,QLD,7.0
2392,Isadora,Gronaller,Female,48,2001-01-11,Marketing Assistant,Manufacturing,Affluent Customer,0,0,2.0,69810 Westridge Avenue,2573,NSW,6.0
2393,Dorian,Colledge,Female,68,1981-06-21,Registered Nurse,Health,High Net Worth,0,1,11.0,422 Crownhardt Court,4179,QLD,7.0
2394,Ferne,Reese,Female,31,1995-11-12,GIS Technical Architect,,Mass Customer,0,1,7.0,4 Londonderry Junction,4159,QLD,7.0
2395,Ashlin,Kesby,Male,23,1966-02-26,Executive Secretary,,High Net Worth,0,0,16.0,7346 Luster Circle,4131,QLD,5.0
2396,Elmira,Wildblood,Female,40,1973-08-02,Recruiter,Retail,Affluent Customer,0,1,7.0,43 Commercial Road,4128,QLD,7.0
2397,Cassius,Birchenough,Male,33,1985-06-10,Analyst Programmer,Retail,Affluent Customer,0,1,4.0,44083 Village Court,2142,NSW,7.0
2398,Mirelle,,Female,6,2000-10-11,Administrative Assistant IV,Financial Services,High Net Worth,0,1,1.0,57 Tennessee Alley,4034,QLD,5.0
2399,Devonne,McPolin,Female,20,1980-06-11,Software Consultant,Manufacturing,High Net Worth,0,1,14.0,57 Debra Terrace,2259,NSW,6.0
2400,Lindsay,Stollsteiner,Male,73,1978-02-28,Office Assistant III,Property,Mass Customer,0,1,22.0,846 Carberry Street,4218,QLD,11.0
2401,Drake,Riguard,Male,7,1977-07-31,Staff Scientist,,Mass Customer,0,1,15.0,4 Center Park,3807,VIC,6.0
2402,Merrielle,Strafen,Female,99,1957-06-07,Cost Accountant,Financial Services,Mass Customer,0,1,8.0,1 Coolidge Plaza,2150,NSW,7.0
2403,Karalee,Tremlett,Female,41,1977-10-25,Technical Writer,Financial Services,Affluent Customer,0,0,12.0,544 Northland Place,2190,NSW,10.0
2404,Conney,Grouse,Male,13,1960-03-14,Graphic Designer,Retail,Mass Customer,0,0,6.0,91 Norway Maple Hill,2065,NSW,11.0
2405,Quintana,Merricks,Female,16,1957-07-28,Structural Analysis Engineer,,Mass Customer,0,0,18.0,5 Myrtle Trail,2285,NSW,5.0
2406,Randal,Messager,Male,34,1973-06-11,Executive Secretary,,Affluent Customer,0,1,9.0,645 Thackeray Street,4879,QLD,6.0
2407,Merrily,,Female,24,1959-03-30,,Financial Services,High Net Worth,0,1,6.0,1439 Utah Court,2176,NSW,9.0
2408,Celestia,,Female,38,1955-10-10,VP Marketing,Health,Mass Customer,0,0,16.0,9 Hollow Ridge Circle,2500,NSW,8.0
2409,Carolan,Ortler,Female,23,1989-07-13,,Health,Mass Customer,0,0,12.0,4177 Bluejay Street,2560,NSW,8.0
2410,Eugenia,Verey,Female,75,1974-08-24,Geological Engineer,Manufacturing,Mass Customer,0,1,21.0,75351 Ridgeview Lane,3181,VIC,11.0
2411,Casey,McDade,Male,0,1964-05-27,Technical Writer,Financial Services,High Net Worth,0,0,13.0,4006 Algoma Crossing,2041,NSW,12.0
2412,Tiffi,Havercroft,Female,77,1981-05-26,Chemical Engineer,Manufacturing,Affluent Customer,0,0,8.0,881 Debs Center,4051,QLD,8.0
2413,Abbey,Murrow,Male,27,1943-08-11,Environmental Specialist,Manufacturing,High Net Worth,0,1,17.0,423 Debra Terrace,3082,VIC,8.0
2414,Basile,Bowlas,U,18,,Registered Nurse,Health,Mass Customer,0,1,,1369 Wayridge Terrace,3802,VIC,7.0
2415,Tanner,Harp,Male,56,1978-11-05,Web Designer II,Manufacturing,Mass Customer,0,0,3.0,6142 Grayhawk Lane,2298,NSW,8.0
2416,Eberhard,Shalcras,Male,19,1959-12-29,Office Assistant I,Health,Affluent Customer,0,0,16.0,5 Steensland Hill,2768,NSW,10.0
2417,Cacilia,Swetland,Female,27,1974-06-24,Nurse,,Affluent Customer,0,0,22.0,37983 Logan Street,2154,NSW,11.0
2418,Elspeth,Brazil,Female,82,1970-04-05,Software Engineer III,Property,Mass Customer,0,1,13.0,31168 Messerschmidt Street,3024,VIC,5.0
2419,Aron,Karlsen,Male,96,1978-07-04,Physical Therapy Assistant,Property,High Net Worth,0,0,9.0,240 Lake View Road,4118,QLD,5.0
2420,Celie,Guyers,Female,10,1976-08-26,Staff Scientist,Financial Services,High Net Worth,0,0,16.0,290 Jay Drive,4210,QLD,3.0
2421,Marilee,Garbott,Female,54,1954-08-16,Research Nurse,Health,Affluent Customer,0,1,13.0,1369 Morrow Plaza,3046,VIC,8.0
2422,Crysta,Woliter,Female,96,1978-11-30,Librarian,Entertainment,High Net Worth,0,0,13.0,61976 Emmet Junction,2178,NSW,10.0
2423,Lenci,Symcox,Male,49,1981-02-20,Professor,IT,Mass Customer,0,1,20.0,7585 Rutledge Trail,3161,VIC,9.0
2424,Loren,Batkin,Male,17,1982-01-06,,,Affluent Customer,0,1,15.0,9 Northwestern Pass,4879,QLD,6.0
2425,Barn,Sainsberry,Male,32,1976-03-19,Help Desk Technician,,Mass Customer,0,1,11.0,16 Dwight Court,2154,NSW,10.0
2426,Yancy,Ovett,U,64,,,IT,Affluent Customer,0,1,,4 Becker Center,2145,NSW,10.0
2427,Myrta,Whibley,Female,20,1998-10-15,Senior Developer,,High Net Worth,0,1,2.0,96 Hintze Point,2147,NSW,8.0
2428,Pauly,Keightley,Male,74,1968-07-26,Help Desk Operator,,Mass Customer,0,1,9.0,34222 Vera Circle,3240,VIC,7.0
2429,Emeline,Baldi,Female,54,1980-11-11,Assistant Professor,Manufacturing,Mass Customer,0,1,3.0,338 Little Fleur Avenue,2170,NSW,9.0
2430,Humbert,Dikles,Male,38,1968-09-06,Quality Engineer,,Mass Customer,0,0,5.0,57769 Gulseth Lane,2040,NSW,10.0
2431,Alvy,Tyndall,Male,15,1999-12-24,Senior Cost Accountant,Financial Services,Mass Customer,0,1,2.0,309 Shopko Center,4211,QLD,10.0
2432,Ebba,Melhuish,Female,67,1981-02-21,Nuclear Power Engineer,Manufacturing,Affluent Customer,0,1,5.0,37 Roth Place,2144,NSW,10.0
2433,Burty,Strutz,Male,38,1976-07-19,Nurse Practicioner,,High Net Worth,0,1,8.0,618 Kropf Drive,2261,NSW,9.0
2434,Lenci,Soars,Male,40,1956-11-17,Environmental Specialist,,Affluent Customer,0,0,18.0,1966 Glendale Avenue,4207,QLD,4.0
2435,Orly,Ceney,Female,69,1961-08-12,Account Coordinator,Manufacturing,Mass Customer,0,0,14.0,401 Pond Circle,4019,QLD,7.0
2436,Jaymie,Wellesley,Male,37,1986-03-21,Help Desk Technician,IT,Mass Customer,0,0,4.0,582 Kropf Avenue,2032,NSW,11.0
2437,Simonette,Cressingham,Female,90,1977-05-01,Marketing Manager,Financial Services,Mass Customer,0,1,18.0,2 Columbus Park,3075,VIC,7.0
2438,Lorianne,Ethersey,Female,76,1983-01-29,Speech Pathologist,Manufacturing,Mass Customer,0,1,4.0,99739 Coolidge Crossing,2760,NSW,7.0
2439,Shelly,Yakebovitch,Female,44,1967-10-02,,Manufacturing,Affluent Customer,0,0,15.0,75 Westerfield Park,4570,QLD,1.0
2440,Lethia,Juanes,Female,17,1959-09-21,Engineer II,Manufacturing,Affluent Customer,0,0,8.0,62842 Pearson Point,2508,NSW,9.0
2441,Loutitia,Pinkie,Female,52,1959-03-29,,Property,High Net Worth,0,1,5.0,78426 Fulton Plaza,4223,QLD,9.0
2442,Odie,Enrrico,Male,8,1957-10-13,Social Worker,Health,Affluent Customer,0,1,17.0,336 Service Pass,2073,NSW,11.0
2443,Towny,Python,Male,30,1990-02-13,Computer Systems Analyst I,Property,High Net Worth,0,0,20.0,4 Northridge Center,2076,NSW,11.0
2444,Emmet,Cristoforo,Male,22,1977-05-13,Associate Professor,Manufacturing,High Net Worth,0,0,11.0,8 Superior Court,3174,VIC,5.0
2445,Johnnie,Prujean,Male,46,1976-03-11,Quality Control Specialist,Retail,Affluent Customer,0,0,18.0,8147 Dapin Hill,2280,NSW,8.0
2446,Lovell,Kiss,Male,33,1956-09-07,,Retail,Affluent Customer,0,0,17.0,047 Kedzie Park,2206,NSW,11.0
2447,Richard,Poor,Male,55,1997-01-06,Tax Accountant,,Affluent Customer,0,1,2.0,9346 Sunfield Plaza,2671,NSW,1.0
2448,Lorri,Iston,Female,5,1992-12-18,Structural Analysis Engineer,Property,High Net Worth,0,0,10.0,11 Dunning Pass,2219,NSW,10.0
2449,Oates,Broadberrie,Male,54,1982-06-01,Tax Accountant,,Affluent Customer,0,0,8.0,67 Crowley Drive,3216,VIC,4.0
2450,Jayson,Breheny,Male,64,1974-06-21,Structural Engineer,Retail,Affluent Customer,0,1,7.0,76 Schiller Pass,4455,QLD,3.0
